property_id,deal_type,exit_strategy_hint,property_type,address,city,state,zip,county,beds,baths,sqft,year_built,condition,occupancy,purchase_price,arv,est_repairs,entry_fee,interest_rate,term_months,estimated_monthly_payment,mao_70_rule,days_on_market,latitude,longitude,source
14523,Seller Finance,Wholesale,Single Family,3428 Union Blvd,Springfield,IN,55252,County,2,2.0,2067,2013,Light Rehab,Tenant-Occupied,298475.0,408325.0,68458.0,10268.0,7.28,180,3132.33,217369.0,17,43.890772,-116.830603,synthetic
14524,Hybrid,Fix & Flip,Single Family,5667 Magnum Cir,Riverton,AL,60317,County,2,2.0,1913,1989,Medium Rehab,Tenant-Occupied,280755.0,395323.0,19898.0,18397.0,5.43,240,2254.05,256828.0,12,34.547039,-80.964009,synthetic
14525,Cash,Fix & Flip,Land,8526 Union Ln,Atlanta,GA,53283,Fulton,3,2.5,3066,2001,Turnkey,Tenant-Occupied,548311.0,723630.0,54321.0,548311.0,0.0,0,0.0,452220.0,34,26.542198,-104.448411,synthetic
14526,Cash,MTR,Single Family,404 Oak Cir,Orlando,FL,38234,Orange,4,1.0,2365,1983,Light Rehab,Tenant-Occupied,291213.0,390820.0,60259.0,291213.0,0.0,0,0.0,213315.0,11,32.426546,-84.758326,synthetic
14527,Cash,Wholesale,Single Family,7443 Hill Dr,San Antonio,TX,54657,Bexar,3,2.5,1968,1993,Medium Rehab,Vacant,468438.0,639179.0,109904.0,468438.0,0.0,0,0.0,337522.0,9,46.800035,-88.994899,synthetic
14528,Subto,LTR,Townhouse,6647 Magnolia Ct,Franklin,IL,78115,County,4,3.0,2108,1989,Turnkey,Owner-Occupied,344103.0,526679.0,84877.0,13325.0,5.51,240,2772.22,283799.0,42,39.749804,-121.54005,synthetic
14529,Cash,LTR,Single Family,384 Magnolia Ct,Riverton,MS,39918,County,3,2.5,1884,1998,Light Rehab,Tenant-Occupied,232246.0,378997.0,23447.0,232246.0,0.0,0,0.0,241851.0,55,40.331861,-68.52025,synthetic
14530,DSCR Carryback,Wholesale,Multi-Family,4672 Sunset St,Atlanta,GA,15429,Fulton,5,3.0,2685,1975,Heavy Rehab,Vacant,544797.0,789461.0,76144.0,16709.0,6.33,300,4482.17,476479.0,3,45.244702,-74.315153,synthetic
14531,Lease Purchase,Wholesale,Single Family,871 Oak Ave,Riverton,VA,21819,County,5,2.0,3061,1996,Medium Rehab,Tenant-Occupied,624273.0,726336.0,152883.0,15171.0,6.2,360,4677.08,355552.0,0,45.076453,-89.638385,synthetic
14532,Seller Finance,Wholesale,Single Family,439 Garden Cir,Austin,TX,74537,Travis,5,2.0,3020,1995,Medium Rehab,Vacant,411953.0,711880.0,54114.0,15385.0,5.76,180,3877.18,444203.0,27,44.774728,-89.206139,synthetic
14533,Cash,Wholesale,Single Family,1996 Atlanta St,Tampa,FL,65797,Hillsborough,6,3.5,2786,1986,Light Rehab,Tenant-Occupied,409839.0,599890.0,0.0,409839.0,0.0,0,0.0,419923.0,53,35.414045,-68.280149,synthetic
14534,Subto,Fix & Flip,Townhouse,6664 Maple Blvd,Riverside,CA,38966,Riverside,3,2.0,2557,1998,Heavy Rehab,Tenant-Occupied,403530.0,519435.0,51284.0,17697.0,5.84,180,3742.38,312320.0,36,26.046682,-115.430623,synthetic
14535,Subto,MTR,Multi-Family,4561 Maple Way,Durham,NC,18141,Durham,3,1.5,2106,1995,Heavy Rehab,Vacant,351501.0,508376.0,60994.0,7862.0,7.68,180,3587.04,294869.0,17,26.655344,-98.558722,synthetic
14536,Lease Purchase,LTR,Single Family,8812 Sikes Ct,Knoxville,TN,60349,Knox,6,2.0,3306,1979,Light Rehab,Vacant,395623.0,445301.0,12123.0,13851.0,6.78,180,3867.7,299587.0,5,41.262409,-98.639054,synthetic
14537,DSCR Carryback,STR,Single Family,5147 Lake Blvd,Knoxville,TN,34900,Knox,4,3.0,2081,1939,Heavy Rehab,Vacant,176660.0,307933.0,49310.0,6181.0,4.46,240,1309.9,166243.0,1,30.015827,-104.012692,synthetic
14538,Seller Finance,STR,Manufactured,7122 Lake Ct,Raleigh,NC,46992,Wake,2,2.0,2388,1989,Medium Rehab,Vacant,459813.0,646669.0,80055.0,11171.0,6.87,360,3689.58,372613.0,5,47.997966,-111.601581,synthetic
14539,DSCR Carryback,Co-Living,Single Family,5194 Oak Cir,Madison,VA,73700,County,5,2.0,2204,1984,Heavy Rehab,Tenant-Occupied,486092.0,604714.0,78261.0,14250.0,4.51,180,4402.46,345039.0,26,43.563442,-86.608877,synthetic
14540,Seller Finance,STR,Single Family,6760 Lake Cir,Fairview,OH,11111,County,4,3.5,2885,1974,Light Rehab,Vacant,574902.0,803047.0,90461.0,13941.0,6.31,240,4779.97,471673.0,11,35.682533,-76.722059,synthetic
14541,Hybrid,Wholesale,Single Family,5703 River Ave,Greenville,SC,26767,Greenville,4,2.5,3100,1988,Medium Rehab,Owner-Occupied,348395.0,443379.0,29429.0,17144.0,5.95,360,2506.46,280937.0,1,43.265316,-91.214044,synthetic
14542,Subto,STR,Single Family,8812 Atlanta Cir,Tempe,AZ,49224,Maricopa,3,2.0,2850,2002,Medium Rehab,Vacant,467968.0,780339.0,57500.0,12610.0,6.82,300,3930.96,488737.0,10,38.298498,-83.021199,synthetic
14543,Cash,MTR,Multi-Family,1561 Sunset Ln,Fairview,NV,60212,County,3,3.0,2783,1958,Medium Rehab,Tenant-Occupied,690499.0,978625.0,88343.0,690499.0,0.0,0,0.0,596694.0,24,40.723836,-122.609697,synthetic
14544,Subto,LTR,Single Family,8217 Magnum Cir,Springfield,MS,77907,County,3,2.5,1664,1992,Turnkey,Vacant,427661.0,534820.0,152802.0,17208.0,6.92,300,3467.96,221572.0,3,44.971409,-81.616795,synthetic
14545,Cash,Fix & Flip,Single Family,6542 Atlanta St,Tempe,AZ,16997,Maricopa,1,3.5,1802,1995,Medium Rehab,Vacant,445719.0,534808.0,22148.0,445719.0,0.0,0,0.0,352217.0,9,39.804612,-85.144659,synthetic
14546,Hybrid,Fix & Flip,Townhouse,3946 Carr Rd,Augusta,GA,11884,Richmond,3,3.0,2154,1969,Medium Rehab,Tenant-Occupied,355647.0,417604.0,70644.0,10751.0,6.51,300,2775.21,221679.0,13,42.851636,-119.478597,synthetic
14547,Lease Purchase,Fix & Flip,Multi-Family,4787 Oak Rd,Madison,IL,99217,County,2,2.0,1497,1999,Light Rehab,Owner-Occupied,311277.0,388403.0,8883.0,14716.0,6.47,300,2397.13,262999.0,11,26.605117,-113.680348,synthetic
14548,Hybrid,Fix & Flip,Single Family,176 Hill Ct,Madison,PA,13755,County,4,2.5,2309,1966,Medium Rehab,Vacant,445365.0,640944.0,86214.0,10753.0,7.66,240,4206.73,362447.0,17,34.487037,-69.986639,synthetic
14549,Rent To Own,Co-Living,Single Family,6839 Magnum St,San Diego,CA,19707,San Diego,2,3.0,1920,1992,Light Rehab,Vacant,398434.0,472065.0,63762.0,14568.0,6.65,180,3871.23,266683.0,28,29.334563,-108.997984,synthetic
14550,Cash,MTR,Single Family,1083 Cedar Ln,Sacramento,CA,39626,Sacramento,5,2.0,2454,1969,Medium Rehab,Owner-Occupied,519405.0,814184.0,154586.0,519405.0,0.0,0,0.0,415342.0,35,35.909192,-122.457758,synthetic
14551,Subto,Fix & Flip,Condo,9232 Hill Dr,Riverton,OR,25006,County,3,2.0,2544,1980,Turnkey,Owner-Occupied,163728.0,288343.0,40640.0,24377.0,5.41,180,1423.27,161201.0,0,38.07309,-85.122658,synthetic
14552,Seller Finance,LTR,Single Family,6073 Magnum Ave,Springfield,WA,81934,County,4,1.5,2785,2025,Medium Rehab,Tenant-Occupied,392521.0,443688.0,8520.0,8585.0,5.13,300,2638.36,302062.0,1,36.636028,-107.534733,synthetic
14553,Subto,Wholesale,Single Family,6275 River Blvd,Greenville,OK,98786,County,3,2.5,1716,2009,Medium Rehab,Tenant-Occupied,334763.0,415104.0,62583.0,11852.0,7.16,300,2611.95,227990.0,17,33.634789,-122.836713,synthetic
14554,Cash,Co-Living,Single Family,8771 Union Dr,Franklin,OK,85030,County,4,2.0,2204,1985,Heavy Rehab,Vacant,154694.0,272682.0,52345.0,154694.0,0.0,0,0.0,138532.0,28,36.199072,-80.255655,synthetic
14555,Land Deal,MTR,Single Family,2948 Sunset Ct,Jarrell,TX,76648,Williamson,4,3.0,2055,1968,Light Rehab,Tenant-Occupied,450288.0,785312.0,152359.0,13885.0,5.91,180,4173.02,397360.0,8,36.830276,-82.386673,synthetic
14556,Lease Purchase,STR,Single Family,8702 Mason Dr,Riverton,AL,33551,County,4,2.0,2125,1940,Heavy Rehab,Vacant,178554.0,234272.0,10979.0,22075.0,6.57,300,1320.48,153011.0,9,33.760239,-75.106881,synthetic
14557,Seller Finance,Wholesale,Single Family,3025 Mason Ct,Jonesboro,GA,43761,Clayton,5,2.5,2819,1972,Turnkey,Vacant,341637.0,575570.0,128327.0,19288.0,6.57,300,2649.05,274572.0,0,39.161622,-93.298507,synthetic
14558,Cash,Wholesale,Condo,5603 River Way,Riverton,IN,85396,County,3,3.0,2755,1959,Turnkey,Tenant-Occupied,412989.0,494219.0,15058.0,412989.0,0.0,0,0.0,330895.0,66,29.529803,-115.28269,synthetic
14559,Hybrid,N/A,Single Family,5748 Maple Ct,Augusta,GA,22259,Richmond,3,3.5,2743,2012,Light Rehab,Tenant-Occupied,252868.0,418458.0,68916.0,19804.0,5.91,300,1814.16,224004.0,31,25.139584,-115.578714,synthetic
14560,Hybrid,LTR,Townhouse,923 Sunset Ln,Franklin,MD,51450,County,3,1.5,2194,1975,Medium Rehab,Tenant-Occupied,145323.0,258224.0,39965.0,9912.0,5.56,180,1236.12,140792.0,43,28.585288,-85.873879,synthetic
14561,Seller Finance,STR,Single Family,4689 Atlanta Dr,Durham,NC,43270,Durham,3,3.0,1852,1985,Light Rehab,Vacant,269295.0,477442.0,67508.0,23130.0,5.6,180,2428.07,266701.0,15,25.363656,-97.781938,synthetic
14562,Lease Purchase,Wholesale,Single Family,1706 Oak Way,Tampa,FL,47865,Hillsborough,4,3.0,2704,2011,Turnkey,Vacant,397216.0,592092.0,97763.0,11714.0,5.3,300,2976.11,316701.0,49,47.006793,-114.228914,synthetic
14563,Seller Finance,LTR,Multi-Family,113 Mason Ln,Raleigh,NC,24143,Wake,2,3.0,2039,1953,Turnkey,Vacant,448798.0,534803.0,101005.0,17931.0,4.23,240,3271.55,273357.0,1,41.84466,-86.115506,synthetic
14564,Subto,Fix & Flip,Condo,3062 Magnum Cir,Greenville,LA,17564,County,6,3.5,2799,2005,Light Rehab,Owner-Occupied,194025.0,305414.0,58775.0,35548.0,7.3,300,1467.86,155015.0,5,37.066301,-97.706466,synthetic
14565,Subto,Wholesale,Multi-Family,2553 Park St,Madison,OH,11328,County,3,2.0,1869,2025,Light Rehab,Owner-Occupied,274599.0,384487.0,27331.0,11669.0,4.31,360,1603.09,241810.0,8,37.154062,-80.574926,synthetic
14566,DSCR Carryback,Wholesale,Single Family,2475 Carr Way,Franklin,IN,35755,County,5,3.0,2373,1970,Heavy Rehab,Owner-Occupied,302826.0,399528.0,84247.0,11710.0,5.23,300,2029.41,195423.0,45,35.760891,-107.347981,synthetic
14567,Subto,N/A,Single Family,8787 Carr Ct,Loganville,GA,75965,Walton,1,2.0,1907,1994,Turnkey,Owner-Occupied,508166.0,612437.0,45939.0,21093.0,6.11,300,3812.21,382767.0,36,43.280716,-84.288699,synthetic
14568,Cash,LTR,Single Family,9531 Garden Blvd,Riverton,PA,89676,County,2,3.0,2038,1965,Heavy Rehab,Owner-Occupied,286738.0,506919.0,78462.0,286738.0,0.0,0,0.0,276382.0,29,27.609976,-88.853533,synthetic
14569,Seller Finance,LTR,Condo,2947 Lake Way,Nashville,TN,58675,Davidson,4,2.0,2084,2025,Light Rehab,Tenant-Occupied,372451.0,500318.0,97767.0,15716.0,6.65,240,3009.7,252456.0,3,36.38367,-110.327558,synthetic
14570,Subto,Fix & Flip,Single Family,3490 Sunset St,Greenville,SC,68277,Greenville,5,2.0,3654,1972,Medium Rehab,Owner-Occupied,633253.0,818195.0,0.0,24330.0,7.46,240,5783.29,572736.0,15,48.290808,-88.267235,synthetic
14571,Cash,LTR,Multi-Family,9457 Carr Cir,Riverton,LA,82723,County,4,4.0,2574,1981,Turnkey,Vacant,594552.0,879500.0,85497.0,594552.0,0.0,0,0.0,530154.0,31,45.755352,-86.105809,synthetic
14572,Seller Finance,Fix & Flip,Single Family,3749 Cedar Ln,Sacramento,CA,35654,Sacramento,2,2.5,1933,1989,Medium Rehab,Tenant-Occupied,445698.0,535702.0,66562.0,11161.0,5.91,180,4025.77,308429.0,4,25.353108,-115.084942,synthetic
14573,Cash,STR,Multi-Family,6380 Cedar St,Greenville,AL,60931,County,3,1.0,2227,1992,Turnkey,Tenant-Occupied,526492.0,610892.0,72535.0,526492.0,0.0,0,0.0,355090.0,2,42.659892,-101.793436,synthetic
14574,Wrap,LTR,Single Family,7174 River Blvd,Franklin,PA,30921,County,5,3.0,1783,2025,Medium Rehab,Vacant,185215.0,282433.0,75130.0,14569.0,5.49,300,1281.67,122573.0,59,42.093176,-89.164216,synthetic
14575,Cash,Wholesale,Townhouse,8265 Park Rd,Riverton,MI,22527,County,3,2.5,2543,1946,Light Rehab,Owner-Occupied,482122.0,658268.0,111771.0,482122.0,0.0,0,0.0,349016.0,66,29.534053,-79.755744,synthetic
14576,Subto,Wholesale,Single Family,6595 Mason Ct,Mauldin,SC,59333,Greenville,5,2.0,2895,1980,Light Rehab,Owner-Occupied,613852.0,844984.0,116609.0,6546.0,5.65,240,5180.49,474880.0,1,36.644176,-99.786238,synthetic
14577,Rent To Own,Fix & Flip,Multi-Family,6613 Magnolia Rd,Phoenix,AZ,80969,Maricopa,4,3.5,2999,1984,Turnkey,Vacant,684258.0,801986.0,148206.0,9062.0,7.4,180,7087.49,413184.0,24,27.201513,-95.356832,synthetic
14578,Rent To Own,MTR,Single Family,7183 Union Rd,Franklin,IN,90913,County,4,1.5,2036,1953,Light Rehab,Vacant,153882.0,260915.0,50141.0,13959.0,4.47,360,861.94,132499.0,4,48.892886,-104.955578,synthetic
14579,Land Deal,Fix & Flip,Single Family,445 River Blvd,Franklin,IL,24500,County,3,1.0,2211,1960,Medium Rehab,Owner-Occupied,410168.0,552957.0,48103.0,24543.0,6.96,360,3106.95,338967.0,17,28.782351,-96.386029,synthetic
14580,Wrap,Fix & Flip,Single Family,7243 Pine Dr,Nashville,TN,56848,Davidson,3,4.0,2132,1966,Medium Rehab,Owner-Occupied,505802.0,594318.0,97732.0,11164.0,6.95,360,3682.66,318290.0,13,30.463179,-107.230307,synthetic
14581,Subto,Fix & Flip,Single Family,2605 Mason Cir,Knoxville,TN,64007,Knox,4,3.0,2079,1991,Medium Rehab,Tenant-Occupied,161624.0,265850.0,47511.0,16501.0,5.8,240,1268.35,138584.0,0,44.833835,-99.901762,synthetic
14582,Seller Finance,STR,Single Family,8681 Sunset Dr,Dallas,TX,75237,Dallas,5,2.5,1989,1986,Turnkey,Vacant,398033.0,578740.0,105621.0,17284.0,7.65,240,3752.88,299497.0,17,40.239715,-68.655739,synthetic
14583,Seller Finance,LTR,Multi-Family,8753 River Ave,Dallas,TX,16799,Dallas,2,1.0,2352,1991,Heavy Rehab,Owner-Occupied,354480.0,542738.0,131797.0,24262.0,5.74,240,2609.34,248119.0,7,28.826093,-69.758977,synthetic
14584,DSCR Carryback,MTR,Single Family,1292 Carr Rd,Greenville,SC,66995,Greenville,4,2.0,2261,2025,Turnkey,Tenant-Occupied,315492.0,567988.0,41562.0,18075.0,6.46,300,2458.7,356030.0,25,29.947866,-113.358824,synthetic
14585,Seller Finance,Fix & Flip,Townhouse,572 Maple St,Charlotte,NC,11847,Mecklenburg,3,2.5,2459,2020,Light Rehab,Vacant,475898.0,612516.0,70661.0,25812.0,6.92,360,3392.57,358101.0,1,35.87284,-67.382419,synthetic
14586,Subto,LTR,Single Family,4729 Mason Blvd,Austin,TX,83564,Travis,2,2.0,1520,1967,Light Rehab,Vacant,437578.0,527094.0,15603.0,12281.0,4.53,240,3119.81,353363.0,10,46.561749,-99.894902,synthetic
14587,Hybrid,LTR,Single Family,7814 Sunset Rd,Austin,TX,81117,Travis,5,2.0,2050,1979,Heavy Rehab,Tenant-Occupied,310628.0,529474.0,121901.0,9987.0,3.62,180,2654.69,248731.0,4,29.541098,-122.936497,synthetic
14588,Seller Finance,LTR,Single Family,7184 River Cir,Madison,WA,87212,County,4,2.0,2913,1944,Light Rehab,Owner-Occupied,842220.0,1012427.0,207983.0,15805.0,3.46,300,5544.21,500716.0,24,47.349316,-115.480994,synthetic
14589,Subto,LTR,Single Family,9387 Carr Dr,Miami,FL,21273,Miami-Dade,5,1.0,2773,1981,Light Rehab,Owner-Occupied,866094.0,981414.0,133924.0,7883.0,6.11,300,6360.16,553066.0,12,48.44955,-113.59915,synthetic
14590,Subto,Wholesale,Single Family,1643 Sikes Rd,Madison,UT,87872,County,2,3.0,2006,1993,Medium Rehab,Vacant,504321.0,568039.0,4148.0,17246.0,7.28,240,4512.68,393479.0,9,40.298281,-97.838371,synthetic
14591,Subto,MTR,Townhouse,5993 Sikes Blvd,Riverside,CA,70594,Riverside,3,2.0,2426,1953,Turnkey,Tenant-Occupied,279767.0,471626.0,127521.0,23049.0,6.26,180,2647.87,202618.0,10,33.951359,-115.356418,synthetic
14592,Seller Finance,Wholesale,Condo,7063 River Way,Madison,OR,47948,County,3,2.0,2380,1988,Medium Rehab,Vacant,401094.0,484288.0,51747.0,15909.0,6.02,360,2800.51,287254.0,15,39.729567,-81.577526,synthetic
14593,Hybrid,Wholesale,Single Family,2049 Cedar Ct,Greenville,IN,82691,County,3,1.0,2207,1993,Heavy Rehab,Owner-Occupied,281798.0,507827.0,0.0,12453.0,5.92,240,2198.41,355479.0,21,29.231562,-97.178717,synthetic
14594,Subto,N/A,Townhouse,7922 Magnum Dr,Memphis,TN,43825,Shelby,3,1.0,2928,1968,Medium Rehab,Vacant,477004.0,744728.0,26042.0,22108.0,6.35,180,4363.5,495268.0,15,48.45279,-108.920666,synthetic
14595,Subto,LTR,Single Family,5596 Pine Ave,Greenville,CO,36814,County,2,3.5,1655,1984,Light Rehab,Tenant-Occupied,178771.0,302070.0,46662.0,14550.0,5.05,300,1234.05,164787.0,13,30.544623,-96.78995,synthetic
14596,Cash,LTR,Single Family,3196 Magnolia Blvd,Riverton,LA,30641,County,2,3.0,1518,1988,Turnkey,Vacant,141504.0,255173.0,68519.0,141504.0,0.0,0,0.0,110103.0,21,28.849443,-86.637747,synthetic
14597,Cash,Wholesale,Single Family,6248 Cedar Cir,Riverton,MI,98698,County,4,2.5,2125,1986,Heavy Rehab,Tenant-Occupied,152493.0,229385.0,25455.0,152493.0,0.0,0,0.0,135114.0,2,41.322004,-114.782875,synthetic
14598,Wrap,LTR,Manufactured,5740 Hill Ct,Charleston,SC,76876,Charleston,6,2.0,2997,2016,Turnkey,Vacant,364553.0,621610.0,47434.0,9389.0,6.73,300,3003.68,387693.0,12,33.946701,-93.650224,synthetic
14599,Hybrid,Wholesale,Single Family,8259 Carr Dr,Fairview,VA,66360,County,5,2.0,3037,1943,Light Rehab,Owner-Occupied,577404.0,794620.0,188521.0,12979.0,6.06,180,5661.8,367713.0,94,45.7923,-106.23263,synthetic
14600,Seller Finance,Fix & Flip,Single Family,6854 Union Ct,Savannah,GA,67666,Chatham,4,1.0,2924,1947,Medium Rehab,Tenant-Occupied,515494.0,729373.0,101504.0,10034.0,4.27,240,3729.83,409057.0,41,47.88553,-101.816435,synthetic
14601,Subto,N/A,Townhouse,3372 Magnolia Dr,Sacramento,CA,82541,Sacramento,4,2.0,2328,2018,Turnkey,Owner-Occupied,288751.0,432836.0,75330.0,18441.0,5.37,240,2347.74,227655.0,16,44.085646,-102.147699,synthetic
14602,Cash,Co-Living,Condo,4192 Union Rd,Dallas,TX,99630,Dallas,5,3.5,2113,1963,Medium Rehab,Vacant,177228.0,280254.0,80822.0,177228.0,0.0,0,0.0,115355.0,41,28.732556,-69.563649,synthetic
14603,Hybrid,MTR,Single Family,5253 Atlanta Way,Four Oaks,NC,19877,Johnston,4,3.5,3793,1972,Heavy Rehab,Owner-Occupied,661182.0,948619.0,6732.0,9346.0,4.2,240,4841.26,657301.0,14,43.576925,-118.568196,synthetic
14604,Seller Finance,LTR,Condo,8382 Oak Ct,Dallas,TX,14490,Dallas,5,2.5,2539,1984,Turnkey,Owner-Occupied,719977.0,923844.0,8779.0,17397.0,5.74,360,5284.58,637912.0,42,36.114875,-89.916707,synthetic
14605,Subto,STR,Single Family,4569 Park Rd,Fairview,NV,25057,County,3,4.0,2137,1960,Heavy Rehab,Vacant,387815.0,634702.0,48534.0,15826.0,4.39,360,2315.76,395757.0,15,34.497244,-113.187431,synthetic
14606,Hybrid,Wholesale,Single Family,8160 Pine St,Mauldin,SC,71716,Greenville,4,3.5,2231,1957,Light Rehab,Tenant-Occupied,170531.0,247063.0,23209.0,13920.0,7.16,240,1493.26,149735.0,18,29.94596,-95.74164,synthetic
14607,Wrap,Fix & Flip,Manufactured,2064 Lake Rd,Greenville,OR,22231,County,4,1.5,2374,1974,Turnkey,Owner-Occupied,293287.0,328355.0,42160.0,11133.0,6.7,360,2066.24,187688.0,19,48.188834,-104.753327,synthetic
14608,Subto,Co-Living,Multi-Family,1565 Atlanta Way,Sacramento,CA,81940,Sacramento,4,3.0,1843,1989,Medium Rehab,Vacant,448277.0,524831.0,35603.0,24048.0,5.7,300,3366.27,331779.0,7,32.346083,-113.406281,synthetic
14609,Subto,LTR,Multi-Family,7691 Magnolia Ln,Fairview,CO,80012,County,3,2.0,1571,1981,Light Rehab,Tenant-Occupied,214725.0,382150.0,43912.0,20553.0,5.01,240,1653.36,223593.0,2,38.442479,-122.979668,synthetic
14610,Lease Purchase,Wholesale,Single Family,5519 Pine Ct,Madison,OK,30163,County,3,1.0,3059,1990,Heavy Rehab,Vacant,269583.0,455248.0,52044.0,14203.0,6.23,180,2445.75,266630.0,17,47.859551,-88.461006,synthetic
14611,Seller Finance,Wholesale,Single Family,4339 Magnolia Cir,Nashville,TN,24742,Davidson,5,1.5,1502,1956,Light Rehab,Vacant,370975.0,414429.0,91755.0,28821.0,4.56,360,2203.53,198345.0,70,39.50093,-119.50804,synthetic
14612,Hybrid,LTR,Single Family,1852 Union Ave,Jacksonville,FL,70627,Duval,4,2.0,2315,1976,Medium Rehab,Tenant-Occupied,235063.0,418232.0,59073.0,11645.0,6.68,180,2339.89,233689.0,0,30.249361,-95.268859,synthetic
14613,Cash,STR,Single Family,9008 Maple Way,El Paso,TX,72853,El Paso,3,3.0,2273,1967,Light Rehab,Vacant,497813.0,763056.0,82110.0,497813.0,0.0,0,0.0,452028.0,3,42.892195,-85.088606,synthetic
14614,Lease Purchase,MTR,Single Family,9609 Magnolia Ln,Fort Worth,TX,82534,Tarrant,3,2.5,1824,1961,Turnkey,Vacant,499035.0,697958.0,19620.0,8281.0,8.09,180,5245.02,468951.0,11,36.739955,-111.249433,synthetic
14615,Wrap,Wholesale,Single Family,1546 Magnum Ln,San Antonio,TX,78023,Bexar,3,2.0,2212,2016,Medium Rehab,Owner-Occupied,264190.0,451314.0,57961.0,34164.0,5.48,240,1801.42,257959.0,0,48.801243,-83.114717,synthetic
14616,Lease Purchase,Fix & Flip,Single Family,9710 Garden Ct,Loganville,GA,78132,Walton,3,3.0,3068,1973,Medium Rehab,Tenant-Occupied,460233.0,809385.0,264683.0,18965.0,6.67,240,4029.59,301887.0,6,43.994001,-89.325247,synthetic
14617,Subto,Co-Living,Condo,4335 Maple Cir,Springfield,IN,14493,County,1,3.0,2231,1986,Turnkey,Vacant,192786.0,335153.0,113525.0,26263.0,6.02,180,1704.67,121082.0,0,28.915672,-74.129518,synthetic
14618,Seller Finance,Wholesale,Multi-Family,6321 Sikes Ct,Mesa,AZ,31020,Maricopa,4,3.0,2105,2025,Heavy Rehab,Vacant,331585.0,372305.0,46598.0,16838.0,6.34,360,2323.17,214016.0,7,41.241673,-107.392057,synthetic
14619,Rent To Own,LTR,Single Family,1246 Mason Cir,Los Angeles,CA,64564,Los Angeles,4,3.5,2021,2006,Medium Rehab,Tenant-Occupied,299909.0,476369.0,103194.0,23763.0,7.23,240,2579.66,230264.0,13,42.653931,-101.94514,synthetic
14620,Cash,Wholesale,Condo,4364 Atlanta Dr,Jarrell,TX,69399,Williamson,1,3.5,1976,2020,Light Rehab,Vacant,277107.0,355543.0,74311.0,277107.0,0.0,0,0.0,174569.0,5,34.564284,-83.889122,synthetic
14621,Rent To Own,Fix & Flip,Single Family,4092 Atlanta Ct,Franklin,MO,45605,County,3,2.0,2475,1988,Turnkey,Owner-Occupied,388786.0,518468.0,67861.0,16732.0,5.29,180,3507.18,295066.0,40,29.854184,-93.914963,synthetic
14622,Seller Finance,LTR,Land,5952 Hill Ln,Madison,AL,96878,County,4,2.5,2644,1993,Medium Rehab,Tenant-Occupied,172100.0,306758.0,11534.0,15040.0,7.05,360,1356.61,203197.0,26,36.771646,-118.285532,synthetic
14623,Subto,STR,Single Family,9181 Cedar Rd,Four Oaks,NC,73427,Johnston,5,2.5,2764,1950,Light Rehab,Owner-Occupied,583797.0,742273.0,73705.0,8599.0,6.83,300,4978.47,445886.0,37,47.022902,-89.051864,synthetic
14624,Lease Purchase,MTR,Single Family,2591 Union Ct,Tampa,FL,12969,Hillsborough,4,3.5,2063,2013,Medium Rehab,Vacant,395695.0,625431.0,151258.0,14684.0,7.37,180,4205.56,286544.0,3,26.680445,-102.900333,synthetic
14625,Seller Finance,LTR,Single Family,8386 Sunset Ct,Loganville,GA,48834,Walton,3,2.0,1429,2025,Medium Rehab,Tenant-Occupied,178769.0,236418.0,7217.0,14132.0,3.81,240,1221.31,158276.0,24,48.980866,-72.871739,synthetic
14626,Cash,Fix & Flip,Townhouse,3638 Sikes Blvd,Charleston,SC,14244,Charleston,3,2.5,2359,1981,Light Rehab,Tenant-Occupied,561907.0,743900.0,178513.0,561907.0,0.0,0,0.0,342217.0,0,45.977355,-99.741133,synthetic
14627,Lease Purchase,Wholesale,Single Family,1392 Lake Ct,Springfield,WA,10042,County,4,3.0,2138,2025,Heavy Rehab,Vacant,192390.0,279472.0,29043.0,7869.0,6.6,240,1576.36,166587.0,17,40.417585,-67.166415,synthetic
14628,Cash,Fix & Flip,Single Family,6837 Cedar Dr,Dallas,TX,37426,Dallas,2,2.5,2670,1977,Medium Rehab,Vacant,402913.0,563746.0,111940.0,402913.0,0.0,0,0.0,282682.0,7,32.878431,-112.291335,synthetic
14629,Wrap,Co-Living,Single Family,7554 Hill Rd,Greenville,NV,15496,County,3,2.5,1524,1978,Turnkey,Owner-Occupied,197173.0,326132.0,94324.0,21569.0,5.07,360,1138.32,133968.0,38,32.712869,-81.524142,synthetic
14630,Hybrid,LTR,Single Family,4925 Magnum Rd,Tucson,AZ,89002,Pima,1,3.5,1217,1965,Light Rehab,Tenant-Occupied,361331.0,412119.0,46508.0,9966.0,5.14,300,2659.91,241975.0,2,28.370138,-69.659002,synthetic
14631,Subto,Wholesale,Single Family,7163 Atlanta Ct,Charleston,SC,98690,Charleston,3,3.0,1920,1974,Light Rehab,Vacant,366858.0,618384.0,134787.0,25144.0,6.88,300,3021.14,298082.0,27,38.876033,-106.460181,synthetic
14632,Seller Finance,STR,Condo,8065 Carr Ct,Riverton,MO,82420,County,2,1.0,1334,1955,Heavy Rehab,Vacant,170545.0,207592.0,17168.0,14452.0,7.13,360,1311.91,128147.0,22,26.709677,-123.224764,synthetic
